序号	日期	手机+账号	拍剪员	视频链接	产品	国家	GMV	出单数量	佣金	佣金GMV	GMV人民币	佣金人民币
432	2026/02/23	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$69.97	3	$9.00	$69.32	¥475.80	¥61.20
433	2026/02/23	@skaterollerodssey（已弃用）	谢园园	https://www.tiktok.com/@skaterollerodyssey/video/7605463926708440350	数字项链	美国	$31.98	1	$0.26	$23.91	¥217.46	¥1.77
434	2026/02/23	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$2,200.00	100	$300.00	$2,352.94	¥14,960.00	¥2,040.00
435	2026/02/23	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$47.48	2	$6.00	$47.06	¥322.86	¥40.80
436	2026/02/23	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$310.41	13	$40.15	$299.76	¥2,110.79	¥273.00
437	2026/02/23	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7606305627786333470	驱鼠球	美国	$67.47	3	$9.26	$69.17	¥458.80	¥63.00
438	2026/02/23	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$22.49	1	$3.09	$23.06	¥152.93	¥21.00
439	2026/02/23	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.98	1	$0.00	$2.73	¥61.06	¥0.00
440	2026/02/24	10-@melvqvs	历史视频	历史视频	勇敢项链	美国	$11.51	1	$0.00	$5.08	¥78.27	¥0.00
441	2026/02/24	19-@skateunboundvibes	邵佳运	https://www.tiktok.com/@skateunboundvibes/video/7605218610088348958	驱鼠球	美国	$24.99	1	$3.00	$23.33	¥169.93	¥20.40
442	2026/02/24	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$3,400.00	147	$441.00	$3,377.03	¥23,120.00	¥2,998.80
443	2026/02/24	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$24.99	1	$3.00	$22.97	¥169.93	¥20.40
444	2026/02/24	35-@chen36239	历史视频	历史视频	圣经手环	美国	$23.96	2	$0.12	$11.01	¥162.93	¥0.82
445	2026/02/24	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$297.37	13	$39.00	$301.75	¥2,022.12	¥265.20
446	2026/02/24	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$44.98	2	$6.00	$46.42	¥305.86	¥40.80
447	2026/02/25	10-@melvqvs	历史视频	历史视频	圣经手环	美国	$10.78	1	$0.00	$5.66	¥73.30	¥0.00
448	2026/02/25	16-@rollerrebel0	邵佳运	https://www.tiktok.com/@rollerrebel0/video/7605220511005658381	驱鼠球	美国	$72.74	3	$9.00	$69.06	¥494.63	¥61.20
449	2026/02/25	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$1,800.00	76	$228.00	$1,731.65	¥12,240.00	¥1,550.40
450	2026/02/25	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$74.97	3	$9.00	$68.35	¥509.80	¥61.20
451	2026/02/25	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$84.96	4	$12.00	$93.38	¥577.73	¥81.60
452	2026/02/25	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$20.24	1	$3.00	$23.35	¥137.63	¥20.40
453	2026/02/25	24-@boldwheelsguy	赵永琪	https://www.tiktok.com/@boldwheelsguy/video/7620417321374321933	耳屎精油	美国	$18.37	1	$0.00	$13.79	¥124.92	¥0.00
454	2026/02/26	41-@fvpvc681	谢园园	https://www.tiktok.com/@fvpvc681/video/7597040106519743757?lang=en	数字项链	美国	$29.34	1	$0.26	$24.06	¥199.51	¥1.77
455	2026/02/26	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.83	1	$0.00	$2.82	¥60.04	¥0.00
456	2026/02/26	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$3,000.00	131	$393.00	$3,065.96	¥20,400.00	¥2,672.40
457	2026/02/26	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$237.40	10	$30.00	$234.04	¥1,614.32	¥204.00
458	2026/02/26	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$357.78	16	$48.00	$372.28	¥2,432.90	¥326.40
459	2026/02/26	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$22.49	1	$3.00	$23.27	¥152.93	¥20.40
460	2026/02/27	10-@melvqvs	历史视频	历史视频	钥匙扣	美国	$22.03	3	$0.00	$8.51	¥149.80	¥0.00
461	2026/02/27	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$1,300.00	56	$168.00	$1,285.25	¥8,840.00	¥1,142.40
462	2026/02/27	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$107.57	5	$15.00	$114.75	¥731.48	¥102.00
463	2026/02/27	42-@skateunboundtales	邵佳运	https://www.tiktok.com/@skateunboundtales/video/7606314079908580638	驱鼠球	美国	$24.99	1	$3.00	$23.58	¥169.93	¥20.40
464	2026/02/27	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$112.95	5	$15.00	$116.74	¥768.06	¥102.00
465	2026/02/27	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605212680768572703	驱鼠球	美国	$24.99	1	$3.00	$23.35	¥169.93	¥20.40
466	2026/02/27	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$22.49	1	$3.00	$23.35	¥152.93	¥20.40
467	2026/02/28	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7606306458874940685	驱鼠球	美国	$22.49	1	$3.00	$23.42	¥152.93	¥20.40
468	2026/02/28	14-@hisrollroam	邵佳运	https://www.tiktok.com/@hisrollroam/video/7605923655201066254	驱鼠球	美国	$21.44	1	$3.00	$23.42	¥145.79	¥20.40
469	2026/02/28	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$7.48	1	$0.00	$2.88	¥50.86	¥0.00
470	2026/02/28	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$1,400.00	60	$180.00	$1,406.25	¥9,520.00	¥1,224.00
471	2026/02/28	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$92.46	4	$12.00	$93.75	¥628.73	¥81.60
472	2026/02/28	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$313.01	13	$39.00	$298.17	¥2,128.47	¥265.20
473	2026/03/01	02-@glidefreerollers	赵永琪	https://www.tiktok.com/@glidefreerollers/video/7597396326866816286	彩色毛巾	美国	$23.70	1	$1.30	$24.22	¥161.16	¥8.84
474	2026/03/01	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$49.57	2	$1.30	$47.74	¥337.08	¥8.84
475	2026/03/01	35-@chen36239	历史视频	历史视频	圣经手环	美国	$11.98	1	$0.06	$5.48	¥81.46	¥0.41
476	2026/03/01	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$17.36	2	$0.00	$5.50	¥118.05	¥0.00
477	2026/03/01	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$1,400.00	61	$183.00	$1,377.42	¥9,520.00	¥1,244.40
478	2026/03/01	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$19.99	1	$3.00	$22.58	¥135.93	¥20.40
479	2026/03/01	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$98.71	4	$12.00	$93.70	¥671.23	¥81.60
480	2026/03/01	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$67.47	3	$9.00	$70.27	¥458.80	¥61.20
481	2026/03/02	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$26.90	1	$1.35	$24.68	¥182.92	¥9.18
482	2026/03/02	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$1,400.00	56	$168.00	$1,264.52	¥9,520.00	¥1,142.40
483	2026/03/02	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$124.95	5	$15.00	$112.90	¥849.66	¥102.00
484	2026/03/02	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7606306426536905997	驱鼠球	美国	$24.99	1	$3.00	$22.58	¥169.93	¥20.40
485	2026/03/02	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$199.92	8	$24.00	$183.61	¥1,359.46	¥163.20
486	2026/03/02	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$24.99	1	$3.00	$22.84	¥169.93	¥20.40
487	2026/03/03	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$26.90	1	$1.35	$24.07	¥182.92	¥9.18
488	2026/03/03	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$23.52	3	$0.00	$8.56	¥159.94	¥0.00
489	2026/03/03	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$1,200.00	48	$139.76	$1,086.79	¥8,160.00	¥950.38
490	2026/03/03	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$99.96	4	$11.65	$90.57	¥679.73	¥79.20
491	2026/03/03	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605163395079261454	驱鼠球	美国	$24.99	1	$2.91	$22.64	¥169.93	¥19.80
492	2026/03/03	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$130.94	5	$15.00	$114.78	¥890.39	¥102.00
493	2026/03/04	30-@styleviralfinds	邵佳运	https://www.tiktok.com/@styleviralfinds/video/7613361011063541023	煎蛋机	美国	$82.85	3	$0.00	$70.66	¥563.38	¥0.00
494	2026/03/04	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7612632735986879757	煎蛋机	美国	$28.45	1	$0.00	$22.64	¥193.46	¥0.00
495	2026/03/04	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$80.70	3	$4.05	$74.85	¥548.76	¥27.54
496	2026/03/04	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$2,200.00	86	$258.00	$1,997.98	¥14,960.00	¥1,754.40
497	2026/03/04	20-@user97925349802152	刘茜	https://www.tiktok.com/@user97925349802152/video/7611409301139164436	拳击音乐靶	墨西哥	$799.00	1	$688.79	$4.75	¥319.60	¥275.52
498	2026/03/04	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$324.87	13	$39.00	$302.02	¥2,209.12	¥265.20
499	2026/03/04	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$149.94	6	$18.00	$139.14	¥1,019.59	¥122.40
500	2026/03/04	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$24.99	1	$3.00	$23.19	¥169.93	¥20.40
501	2026/03/05	09-@grindguydiaries	赵永琪	https://www.tiktok.com/@grindguydiaries/video/7597037733747445000	彩色毛巾	美国	$53.80	2	$2.70	$49.69	¥365.84	¥18.36
502	2026/03/05	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$14.98	2	$0.00	$5.42	¥101.86	¥0.00
503	2026/03/05	30-@styleviralfinds	邵佳运	https://www.tiktok.com/@styleviralfinds/video/7605933025225985310	驱鼠球	美国	$24.99	1	$0.00	$23.24	¥169.93	¥0.00
504	2026/03/05	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$82.23	3	$0.00	$69.59	¥559.16	¥0.00
505	2026/03/05	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$80.70	3	$4.05	$74.85	¥548.76	¥27.54
506	2026/03/05	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$1,600.00	66	$198.00	$1,558.33	¥10,880.00	¥1,346.40
507	2026/03/05	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$147.44	6	$18.00	$141.67	¥1,002.59	¥122.40
508	2026/03/05	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$396.09	16	$48.00	$373.86	¥2,693.41	¥326.40
509	2026/03/05	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$24.99	1	$3.00	$23.37	¥169.93	¥20.40
510	2026/03/05	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613738202070846751	煎蛋机	美国	$28.45	1	$0.00	$23.21	¥193.46	¥0.00
511	2026/03/05	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613359585423838495	煎蛋机	美国	$27.20	1	$0.00	$23.21	¥184.96	¥0.00
512	2026/03/06	35-@chen36239	邵佳运	https://www.tiktok.com/@chen36239/video/7612982525341781261	手持清洁机	美国	$41.99	1	$0.00	$39.05	¥285.53	¥0.00
513	2026/03/06	10-@melvqvs	涂欣然	https://www.tiktok.com/@melvqvs/video/7613625216069094686	煎蛋机	美国	$28.45	1	$3.74	$23.63	¥193.46	¥25.43
514	2026/03/06	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613733722906529055	脱毛膏	美国	$12.99	1	$0.00	$12.15	¥88.33	¥0.00
515	2026/03/06	09-@grindguydiaries	赵永琪	https://www.tiktok.com/@grindguydiaries/video/7597037733747445023	彩色毛巾	美国	$213.76	8	$10.80	$200.41	¥1,453.57	¥73.44
516	2026/03/06	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$17.96	2	$0.00	$5.45	¥122.13	¥0.00
517	2026/03/06	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$248.41	9	$0.00	$207.01	¥1,689.19	¥0.00
518	2026/03/06	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7612632735986879757	煎蛋机	美国	$28.45	1	$0.00	$23.00	¥193.46	¥0.00
519	2026/03/06	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$986.80	40	$120.00	$926.73	¥6,710.24	¥816.00
520	2026/03/06	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$74.97	3	$9.00	$69.51	¥509.80	¥61.20
521	2026/03/06	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$149.94	6	$18.00	$138.78	¥1,019.59	¥122.40
522	2026/03/07	02-@glidefreerollers	赵永琪	https://www.tiktok.com/@glidefreerollers/video/7597396326866816286	彩色毛巾	美国	$53.80	2	$0.00	$39.86	¥365.84	¥0.00
523	2026/03/07	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613738202070846751	煎蛋机	美国	$28.45	1	$0.00	$19.93	¥193.46	¥0.00
524	2026/03/07	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613359585423838495	煎蛋机	美国	$28.45	1	$0.00	$19.93	¥193.46	¥0.00
525	2026/03/07	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613733722906529055	脱毛膏	美国	$12.99	1	$0.00	$19.93	¥88.33	¥0.00
526	2026/03/07	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7614454090910715167	脱毛膏	美国	$12.99	1	$0.00	$19.93	¥88.33	¥0.00
527	2026/03/07	@rollfreecollective0（已弃用）	赵雅如	https://www.tiktok.com/@rollfreecollective0/video/7614454110258990366	脱毛膏	美国	$12.99	1	$0.00	$11.95	¥88.33	¥0.00
528	2026/03/07	09-@grindguydiaries	赵永琪	https://www.tiktok.com/@grindguydiaries/video/7597037733747445023	彩色毛巾	美国	$99.53	4	$5.40	$99.60	¥676.80	¥36.72
529	2026/03/07	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7612632735986879757	煎蛋机	美国	$85.35	3	$0.00	$69.13	¥580.38	¥0.00
530	2026/03/07	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$84.10	3	$0.00	$69.13	¥571.88	¥0.00
531	2026/03/07	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$844.59	34	$102.00	$787.20	¥5,743.21	¥693.60
532	2026/03/07	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$99.96	4	$12.00	$92.61	¥679.73	¥81.60
533	2026/03/07	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605163395079261454	驱鼠球	美国	$24.99	1	$3.00	$23.15	¥169.93	¥20.40
534	2026/03/07	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$97.77	4	$12.00	$92.21	¥664.84	¥81.60
535	2026/03/08	35-@chen36239	历史视频	历史视频	圣经手环	美国	$11.98	1	$0.00	$5.41	¥81.46	¥0.00
536	2026/03/08	09-@grindguydiaries	赵永琪	https://www.tiktok.com/@grindguydiaries/video/7597037733747445023	彩色毛巾	美国	$73.98	3	$4.05	$75.20	¥503.06	¥27.54
537	2026/03/08	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613733722906529055	脱毛膏	美国	$25.98	2	$0.00	$23.55	¥176.66	¥0.00
538	2026/03/08	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$199.15	7	$0.00	$162.30	¥1,354.22	¥0.00
539	2026/03/08	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7612632735986879757	煎蛋机	美国	$48.17	2	$0.00	$46.37	¥327.56	¥0.00
540	2026/03/08	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$330.86	13	$39.00	$301.53	¥2,249.85	¥265.20
541	2026/03/08	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$99.96	4	$12.00	$92.78	¥679.73	¥81.60
542	2026/03/08	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$122.67	5	$15.00	$114.08	¥834.16	¥102.00
543	2026/03/08	18-@bffslzlzz0	谢园园	https://www.tiktok.com/@bffslzlzz0/video/7612561421162892561	拳击音乐靶	墨西哥	$780.00	1	$4.75	$688.79	¥312.00	¥1.90
544	2026/03/09	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.98	1	$0.00	$2.83	¥61.06	¥0.00
545	2026/03/09	09-@grindguydiaries	赵永琪	https://www.tiktok.com/@grindguydiaries/video/7597037733747445023	彩色毛巾	美国	$26.90	1	$1.35	$25.01	¥182.92	¥9.18
546	2026/03/09	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613733722906529055	脱毛膏	美国	$38.97	3	$0.00	$49.25	¥265.00	¥0.00
547	2026/03/09	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613359585423838495	煎蛋机	美国	$28.45	1	$0.00	$16.42	¥193.46	¥0.00
548	2026/03/09	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613738202070846751	煎蛋机	美国	$22.21	1	$0.00	$16.42	¥151.03	¥0.00
549	2026/03/09	27-@sherollsbright	赵永琪	https://www.tiktok.com/@sherollsbright/video/7612632735986879757	煎蛋机	美国	$111.93	4	$0.00	$92.98	¥761.12	¥0.00
550	2026/03/09	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$56.90	2	$0.00	$46.49	¥386.92	¥0.00
551	2026/03/09	27-@sherollsbright	赵永琪	https://www.tiktok.com/@sherollsbright/video/7614471055926742285	煎蛋机	美国	$27.20	1	$0.00	$23.24	¥184.96	¥0.00
552	2026/03/09	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$529.39	21	$63.00	$487.23	¥3,599.85	¥428.40
553	2026/03/09	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$97.46	4	$12.00	$93.10	¥662.73	¥81.60
554	2026/03/09	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7606305627786333470	驱鼠球	美国	$24.99	1	$3.00	$23.28	¥169.93	¥20.40
555	2026/03/09	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$24.99	1	$3.00	$23.28	¥169.93	¥20.40
556	2026/03/09	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$24.21	1	$1.35	$24.79	¥164.63	¥9.18
557	2026/03/10	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$17.66	2	$0.00	$5.48	¥120.09	¥0.00
558	2026/03/10	42-@skateunboundtales	赵永琪	https://www.tiktok.com/@skateunboundtales/video/7597396782988938526	彩色毛巾	美国	$26.90	1	$1.35	$24.41	¥182.92	¥9.18
559	2026/03/10	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$26.90	1	$1.35	$24.82	¥182.92	¥9.18
560	2026/03/10	09-@grindguydiaries	赵永琪	https://www.tiktok.com/@grindguydiaries/video/7597037733747445023	彩色毛巾	美国	$72.63	3	$0.00	$75.79	¥493.88	¥0.00
561	2026/03/10	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613359585423838495	煎蛋机	美国	$55.65	2	$0.00	$30.16	¥378.42	¥0.00
562	2026/03/10	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613733722906529055	脱毛膏	美国	$46.76	4	$0.00	$60.33	¥317.97	¥0.00
563	2026/03/10	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$28.45	1	$0.00	$23.45	¥193.46	¥0.00
564	2026/03/10	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$424.48	17	$51.00	$393.74	¥2,886.46	¥346.80
565	2026/03/10	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$99.96	4	$12.00	$92.65	¥679.73	¥81.60
566	2026/03/10	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$155.93	6	$18.00	$139.05	¥1,060.32	¥122.40
567	2026/03/11	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$31.74	4	$0.00	$11.06	¥215.83	¥0.00
568	2026/03/11	09-@grindguydiaries	赵永琪	https://www.tiktok.com/@grindguydiaries/video/7597037733747445023	彩色毛巾	美国	$102.22	4	$0.00	$100.50	¥695.10	¥0.00
569	2026/03/11	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7612632735986879757	煎蛋机	美国	$55.65	2	$0.00	$40.00	¥378.42	¥0.00
570	2026/03/11	27-@sherollsbright	赵永琪	https://www.tiktok.com/@sherollsbright/video/7614471947333815565	煎蛋机	美国	$27.20	1	$0.00	$20.00	¥184.96	¥0.00
571	2026/03/11	27-@sherollsbright	赵雅如	https://www.tiktok.com/@sherollsbright/video/7614454087869926670	脱毛膏	美国	$11.99	1	$0.00	$20.00	¥81.53	¥0.00
572	2026/03/11	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$249.90	10	$30.00	$230.40	¥1,699.32	¥204.00
573	2026/03/11	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$24.99	1	$3.00	$23.04	¥169.93	¥20.40
574	2026/03/11	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$199.92	8	$24.00	$186.82	¥1,359.46	¥163.20
575	2026/03/12	35-@chen36239	邵佳运	https://www.tiktok.com/@chen36239/video/7605218627565980942	驱鼠球	美国	$20.99	1	$0.00	$19.26	¥142.73	¥0.00
576	2026/03/12	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613359585423838495	煎蛋机	美国	$56.03	2	$0.00	$39.34	¥381.00	¥0.00
577	2026/03/12	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613738202070846751	煎蛋机	美国	$27.20	1	$0.00	$19.67	¥184.96	¥0.00
578	2026/03/12	02-@glidefreerollers	赵永琪	https://www.tiktok.com/@glidefreerollers/video/7597396326866816286	彩色毛巾	美国	$26.90	1	$0.00	$19.67	¥182.92	¥0.00
579	2026/03/12	02-@glidefreerollers	邵佳运	https://www.tiktok.com/@glidefreerollers/video/7613733722906529055	脱毛膏	美国	$23.98	2	$0.00	$39.34	¥163.06	¥0.00
580	2026/03/12	09-@grindguydiaries	赵永琪	https://www.tiktok.com/@grindguydiaries/video/7597037733747445023	彩色毛巾	美国	$45.73	2	$0.00	$50.76	¥310.96	¥0.00
581	2026/03/12	23-@freeskatejoyhub	赵雅如	https://www.tiktok.com/@freeskatejoyhub/video/7615888753445375245	脱毛膏	美国	$11.99	1	$0.00	$11.00	¥81.53	¥0.00
582	2026/03/12	27-@sherollsbright	赵雅如	https://www.tiktok.com/@sherollsbright/video/7614454087869926670	脱毛膏	美国	$35.97	3	$0.00	$41.82	¥244.60	¥0.00
